M1,beta,theta_c
1.0009854114198755,88.20284914512715,1.4558254438271792
1.0015139539932645,87.7733804172774,1.802979303216478
1.0020679264063932,87.39886898449137,2.105479160541728
1.0026485521685529,87.05764830122826,2.3809277693965245
1.003257113655901,86.7386862767029,2.6382953623181984
1.0038949549437313,86.43546528549822,2.882887215522546
1.0045634847750124,86.14375471746223,3.1181528693946117
1.0052641796717523,85.86062180383557,3.3464889022078017
1.0059985871960606,85.58393150659924,3.569645061240817
1.00676832936811,85.31206921795065,3.7889504082874486
1.0075751062485478,85.04377594902073,4.005446482439295
1.0084206996932672,84.77804491519359,4.219971819770597
1.0093069772888326,84.51405375463851,4.433217534080332
1.0102358964772515,84.25111848482115,4.645763771855364
1.011209508879202,83.9886612785365,4.8581078090741014
1.012229964825262,83.72618733783152,5.0706811847462046
1.0132995181051536,83.46326793845968,5.2838652473652035
1.0144205309454866,83.19952777027812,5.498000542263245
1.0155954792269954,82.93463533701743,5.713395455200906
1.0168269579527973,82.66829558029573,5.930332245908358
1.0181176869797424,82.40024415022594,6.149071934275738
1.019470517025518,82.13024291569373,6.3698587170471965
1.0208884359647747,81.85807642290753,6.592921801133536
1.0223745754281763,81.58354908923724,6.818480045347861
1.0239322177189534,81.30648297599195,7.046741758241709
1.0255648030622313,81.02671602214222,7.277908613147212
1.0272759372031495,80.74410065091014,7.512175913522468
1.0290693993705462,80.4585026810161,7.749733516542805
1.0309491506238042,80.16980049045738,7.9907686453881555
1.0329193426012877,79.87788439260629,8.235464382879725
1.0349843266896945,79.58265619238978,8.484002799859255
1.037148663634574,79.28402889831509,8.73656388921757
1.0394171336132383,78.9819265702628,8.993327091013041
1.041794746792312,78.6762842878109,9.254471908575116
1.0442867543932386,78.36704822641543,9.520176885063789
1.0468986602901829,78.0541758322577,9.790622567790486
1.0496362331659463,77.73763608727322,10.065988879215968
1.0525055192527397,77.41740985877077,10.346457861427501
1.055512855685955,77.09349032848947,10.632212996620817
1.05866488450043,76.76588349716519,10.923438122723402
1.0619685673001151,76.43460876167386,11.220320351997852
1.0654312006335462,76.09969956214594,11.523047260990317
1.0690604321090769,75.76120409694354,11.831808888454615
1.0728642772854684,75.41918610398481,12.146797504157215
1.0768511373751353,75.07372570661073,12.468206287025012
1.0810298177991522,74.72492032268462,12.796231662745727
1.0854095476349994,74.37288563529181,13.131070488436583
1.09,74.01775662339753,13.47292227060711
1.1,73.2886299989631,14.18864594211728
1.12,71.98653441910534,15.519831629980017
1.14,70.85436681848367,16.743747394342336
1.16,69.85954412749929,17.882300102624118
1.18,68.97897102735854,18.950589124785786
1.2,68.19548229494572,19.959556459995444
1.23,67.17410600488228,21.379290836440234
1.26,66.3080888435177,22.70428275139473
1.29,65.57225463533806,23.949348947992668
1.32,64.94716992523041,25.125585197197026
1.35,64.41736013219733,26.241548816969548
1.38,63.97019477501648,27.304002584520276
1.41,63.59515839077953,28.31838948784356
1.44,63.28335563236953,29.289168628146577
1.47,63.02716462028662,30.220023932407685
1.5,62.819987404622196,31.11406060337096
1.6,62.41449109971593,33.85939210187936
1.7,62.330334331532015,36.2948471029753
1.8,62.45615071141095,38.46931724093777
1.9,62.71589771026172,40.418786431907314
2.0,63.05755020915444,42.17183293919884
2.5,65.09038688998008,48.7173336273908
3.0,66.85476607856606,52.83730265955168
3.5,68.18333687358948,55.57149445234402
4.0,69.16715619931867,57.46903195311011
4.5,69.90318533510661,58.83520090838967
5.0,70.46314770866942,59.84907860265742
10.0,72.46828875695378,63.33615734893041
100.0,73.21357375300742,64.5861262750347
10000.0,73.22134434164961,64.59904808211101
