M1,beta,theta_c
1.0009854114198755,88.20280799411898,1.3797484685331771
1.0015139539932645,87.77330200296859,1.7088521589200147
1.0020679264063932,87.39874372378927,1.995656134569407
1.0026485521685529,87.0574666138799,2.2568380053853168
1.003257113655901,86.73843832058354,2.500896024382974
1.0038949549437313,86.43514079071444,2.7328560970886326
1.0045634847750124,86.14334286365835,2.9559855411143214
1.0052641796717523,85.86011111711487,3.172554013327356
1.0059985871960606,85.58330976582558,3.3842189442756543
1.00676832936811,85.31132336484518,3.5922380412815986
1.0075751062485478,85.04289199851418,3.7975971934226997
1.0084206996932672,84.77700786350896,4.001089820141195
1.0093069772888326,84.51284748401059,4.203369108893585
1.0102358964772515,84.24972566303379,4.404983713205334
1.011209508879202,83.98706325261095,4.6064026855873985
1.012229964825262,83.72436402049041,4.808033541693172
1.0132995181051536,83.46119768669864,5.01023529175988
1.0144205309454866,83.19718725502844,5.213328603621321
1.0155954792269954,82.93199940274866,5.417603434431369
1.0168269579527973,82.66533709390701,5.623324309386505
1.0181176869797424,82.39693383778834,5.830736087258728
1.019470517025518,82.12654918608892,6.040066349796257
1.0208884359647747,81.85396517717719,6.251529742241714
1.0223745754281763,81.5789835141677,6.46532894143903
1.0239322177189534,81.30142332057835,6.681658054616514
1.0255648030622313,81.02111935539847,6.9007033540393
1.0272759372031495,80.73792059915156,7.122644668019859
1.0290693993705462,80.45168914297558,7.347657490506333
1.0309491506238042,80.16229932802588,7.575912364290834
1.0329193426012877,79.86963709493669,7.8075774995588105
1.0349843266896945,79.57359951117158,8.042818079571521
1.037148663634574,79.27409445121796,8.281797475246497
1.0394171336132383,78.97104040982015,8.52467789333712
1.041794746792312,78.66436643242731,8.771620128371014
1.0442867543932386,78.35401215018395,9.022785104153371
1.0468986602901829,78.03992790939039,9.278332865324991
1.0496362331659463,77.72207498718669,9.538423710321224
1.0525055192527397,77.40042588706447,9.803218379829346
1.055512855685955,77.07496470883515,10.072877211283876
1.05866488450043,76.74568758841994,10.347562079615576
1.0619685673001151,76.41260320422614,10.627434303645469
1.0654312006335462,76.07573334678851,10.91265666114405
1.0690604321090769,75.73511354897437,11.203392392874962
1.0728642772854684,75.39079377468079,11.499804321998491
1.0768511373751353,75.0428391632838,11.802057289844763
1.0810298177991522,74.69133082793434,12.110314800676187
1.0854095476349994,74.33636670518513,12.424741694448263
1.09,73.97806245340094,12.745502556864128
1.1,73.24165206437404,13.416209421928382
1.12,71.9235108622346,14.660358662138828
1.14,70.77337278581956,15.800124944931813
1.16,69.75869886918007,16.856532870019688
1.18,68.85643151345691,17.84410372232259
1.2,68.04944111092786,18.773382420108064
1.23,66.98950307010077,20.074912015217354
1.26,66.08107179247583,21.282733722183828
1.29,65.29912148419878,22.411252124433247
1.32,64.62439009073317,23.471297220565393
1.35,64.04159580732252,24.471272542126858
1.38,63.53832083153709,25.417869016556512
1.41,63.10427957154464,26.31651252147827
1.44,62.73082023832427,27.171685819848225
1.47,62.41057425037436,27.987146441840917
1.5,62.13720259518618,28.766071293726615
1.6,61.49892914603076,31.131144821938573
1.7,61.17028983779859,33.19487801183623
1.8,61.04779712531742,35.01003792229131
1.9,61.06148257927576,36.615487177684976
2.0,61.16359868335644,38.04158734288876
2.5,62.158839124563926,43.21687704857644
3.0,63.15913769661062,46.34413568874843
3.5,63.93180868217121,48.3551403054438
4.0,64.50507248014483,49.71629387322083
4.5,64.9319581308315,50.67689535282954
5.0,65.25468036729119,51.37845654923534
10.0,66.38784018948773,53.709043260326744
100.0,66.79718145521863,54.50981730018389
10000.0,66.8014090634546,54.51799109157884
