M1,beta,theta_c
1.0009854114198755,88.20285852488853,1.4726086811256232
1.0015139539932645,87.77339829193008,1.8237425879704727
1.0020679264063932,87.39889753983718,2.1297028579231623
1.0026485521685529,87.05768972309819,2.408296336223372
1.003257113655901,86.7387428112754,2.6685974449583862
1.0038949549437313,86.43553927712571,2.915973326932091
1.0045634847750124,86.14384863684403,3.153913412935553
1.0052641796717523,85.86073827168126,3.3848423447610307
1.0059985871960606,85.5840733150007,3.6105307641381703
1.00676832936811,85.31223935110259,3.8323228730862677
1.0075751062485478,85.04397760399907,4.051272953213713
1.0084206996932672,84.77828152286662,4.2682292787590415
1.0093069772888326,84.51432900187345,4.483891468169137
1.0102358964772515,84.2514363375929,4.698846802374624
1.011209508879202,83.98902600653895,4.913598700342072
1.012229964825262,83.72660354066747,5.128583984826882
1.0132995181051536,83.46374057390807,5.3441891430948045
1.0144205309454866,83.20006218441071,5.560758856250047
1.0155954792269954,82.9352372968086,5.778606117726502
1.0168269579527973,82.6689713087653,5.9980166419464735
1.0181176869797424,82.40100036440381,6.219255651274975
1.019470517025518,82.13108686766624,6.442570514021432
1.0208884359647747,81.8590159443167,6.668194206318858
1.0223745754281763,81.58459263946246,6.896348921891312
1.0239322177189534,81.30763969435235,7.127246434300067
1.0255648030622313,81.02799578464384,7.361091956788555
1.0272759372031495,80.74551413178132,7.598083980405961
1.0290693993705462,80.46006141959346,7.8384163113158065
1.0309491506238042,80.17151696389855,8.082279277167169
1.0329193426012877,79.8797720948704,8.32985987592723
1.0349843266896945,79.58472972035833,8.581344092606745
1.037148663634574,79.28630404540853,8.836915371512388
1.0394171336132383,78.9844204284601,9.096757754823606
1.041794746792312,78.67901535878613,9.36105449522817
1.0442867543932386,78.37003654277963,9.629988797526742
1.0468986602901829,78.05744308964854,9.903745721818941
1.0496362331659463,77.7412057887323,10.18250997999219
1.0525055192527397,77.42130747217195,10.466468879485307
1.055512855685955,77.09774345857198,10.755810507899604
1.05866488450043,76.77052207345857,11.050725021827898
1.0619685673001151,76.43966524402856,11.351404860698603
1.0654312006335462,76.10520916535468,11.658043697919812
1.0690604321090769,75.76720503654796,11.970838749552424
1.0728642772854684,75.42571986531114,12.289987957990556
1.0768511373751353,75.0808373391277,12.615692747268591
1.0810298177991522,74.73265876248921,12.948156847128354
1.0854095476349994,74.38130405815632,13.287584559820298
1.09,74.02691283149369,13.634185064494945
1.1,73.29948144148827,14.360065696120566
1.12,72.00113319631626,15.710977385160922
1.14,70.87318159200154,16.9540770208596
1.16,69.8830374164288,18.1114659541512
1.18,69.00760056606929,19.198371378344316
1.2,68.22970138093365,20.225821741150778
1.23,67.21754881348755,21.673166016987462
1.26,66.36174522895378,23.025755291222918
1.29,65.63708977980323,24.298501873830006
1.32,65.02411798582948,25.502556651638248
1.35,64.50731763203794,26.646514319475873
1.38,64.07401422628874,27.737147498636435
1.41,63.71364250620116,28.779902909557844
1.44,63.41725237847494,29.779225131160025
1.47,63.17716327720243,30.738776972651703
1.5,62.986715719599346,31.661640340809264
1.6,62.64070345005629,34.50354949615241
1.7,62.61998736625138,37.03531811573822
1.8,62.811136638335114,39.30458601223845
1.9,63.13646405294792,41.34634091524487
2.0,63.542748388375465,43.1884872283616
2.5,65.86545866380504,50.123577297428
3.0,67.85635544891082,54.54584630793743
3.5,69.35923930124284,57.514166173819156
4.0,70.47830571365382,59.594670471859914
4.5,71.32051444287836,61.105334115956175
5.0,71.96484043044026,62.234546284218055
10.0,74.30633028075717,66.18574969923165
100.0,75.19474832449642,67.63507560475367
10000.0,75.20407616977282,67.6501717478348
