M1,beta,theta_c
1.0,90.0,0.0
1.0015139539932645,87.77334700293105,1.763495854082522
1.0020679264063932,87.39881560587787,2.0594134379381797
1.0026485521685529,87.057570874319,2.3288795229375303
1.003257113655901,86.73858060518697,2.5806662734794346
1.0038949549437313,86.4353269902017,2.8199617119152434
1.0045634847750124,86.1435791838127,3.050139069768775
1.0052641796717523,85.86040413807712,3.273541396011785
1.0059985871960606,85.58366649548526,3.4918797907781736
1.00676832936811,85.31175129036372,3.7064534609386883
1.0075751062485478,85.04339913765578,3.9182802534383496
1.0084206996932672,84.77760281715913,4.128180239745638
1.0093069772888326,84.51353949053482,4.336827990613818
1.0102358964772515,84.2505246558103,4.544790981090596
1.011209508879202,83.98797992069215,4.752554079149862
1.012229964825262,83.72540987332933,4.960539274506543
1.0132995181051536,83.46238512361592,5.169117888239302
1.0144205309454866,83.19852963938,5.378622649686433
1.0155954792269954,82.9335111421172,5.589353588472456
1.0168269579527973,82.66703372617691,5.8015860920519975
1.0181176869797424,82.39883212417259,6.015573731243527
1.019470517025518,82.12866721163901,6.231553933307953
1.0208884359647747,81.85632245923236,6.449749863025763
1.0223745754281763,81.58160111993298,6.670373220555654
1.0239322177189534,81.3043239941883,6.893626574577212
1.0255648030622313,81.02432765564909,7.119704593864308
1.0272759372031495,80.74146304888394,7.34879643908868
1.0290693993705462,80.45559439077515,7.581085432015242
1.0309491506238042,80.1665983238891,7.816751850691267
1.0329193426012877,79.87436328080571,8.05597264935816
1.0349843266896945,79.57878902778798,8.298921984548077
1.037148663634574,79.27978636288448,8.545773503846256
1.0394171336132383,78.97727694858273,8.796698505942258
1.041794746792312,78.67119326347978,9.051868746084333
1.0442867543932386,78.36147866052812,9.31145544130875
1.0468986602901829,78.0480875218364,9.575629644802577
1.0496362331659463,77.73098550198996,9.84456356827824
1.0525055192527397,77.41014985395168,10.118429235153723
1.055512855685955,77.08556983185558,10.397400513892139
1.05866488450043,76.75724716717356,10.68165171965759
1.0619685673001151,76.42519661434834,10.97135843770392
1.0654312006335462,76.08944656367552,11.266698077082802
1.0690604321090769,75.75003971861919,11.567848086841993
1.0728642772854684,75.40703383585338,11.874988703402574
1.0768511373751353,75.06050252601744,12.188300067536
1.0810298177991522,74.71053611323387,12.507964318390792
1.0854095476349994,74.35724255168225,12.834164931939398
1.09,74.00074839678923,13.167084723298958
1.1,73.26848783372319,13.863725389968812
1.12,71.95947745179049,15.157937875886091
1.14,70.81954930441599,16.346009569626812
1.16,69.81613588823576,17.449476989021786
1.18,68.9261548382137,18.483198582897955
1.2,68.13245312385743,19.45795034656545
1.23,67.09427575787804,20.826766645757303
1.26,66.20972257767556,22.101092780160602
1.29,65.45367404126938,23.295570852342305
1.32,64.80676366168831,24.421188806645624
1.35,64.25359443429798,25.486437291792186
1.38,63.781623496706914,26.498057049666716
1.41,63.380431893339036,27.461482922303784
1.44,63.04122812279978,28.381193906102833
1.47,62.75649970153471,29.260910653923666
1.5,62.51976173306143,30.10377474669846
1.6,62.009809680916554,32.67900378625661
1.7,61.815213742694645,34.946712714659334
1.8,61.82819855881703,36.95775921905996
1.9,61.9755320851737,38.749650987476095
2.0,62.20719867628737,40.351947509710534
2.5,63.75705231920066,46.25482401450302
3.0,65.15774190404242,49.896824248198655
3.5,66.21635094974653,52.27501014306757
4.0,66.9973846117387,53.90367790438355
4.5,67.57858736424416,55.063576674387974
5.0,68.01839462313217,55.9167560161647
10.0,69.57081697821855,58.793489278715285
100.0,70.13656992461136,59.79937450117207
10000.0,70.1424307977898,59.80969405304614
