M1,beta,theta_c
1.0009854114198755,88.20279379493785,1.3524916498268278
1.0015139539932645,87.77327494809425,1.6751250498924917
1.0020679264063932,87.3987005090793,1.9563015996141802
1.0026485521685529,87.05740393730527,2.212367603655614
1.003257113655901,86.73835279057174,2.4516523442951863
1.0038949549437313,86.43502886954288,2.6790816473543724
1.0045634847750124,86.14320082494396,2.8978576567735286
1.0052641796717523,85.85993501062256,3.1102048784739793
1.0059985871960606,85.5830953853995,3.3177472806789714
1.00676832936811,85.31106621763614,3.521717344813039
1.0075751062485478,85.04258727429482,3.7230811694728954
1.0084206996932672,84.77665040349291,3.9226157389226746
1.0093069772888326,84.51243174831191,4.120961121176872
1.0102358964772515,84.24924569651583,4.318654315072747
1.011209508879202,83.98651264874412,4.516154834023363
1.012229964825262,83.72373588291515,4.713861166390499
1.0132995181051536,83.46048458796967,4.91212489904582
1.0144205309454866,83.19638119244323,5.111259320328955
1.0155954792269954,82.93109175109261,5.311548025285495
1.0168269579527973,82.66431855420402,5.513249328990432
1.0181176869797424,82.39579438219027,5.716602328051127
1.019470517025518,82.12527799869119,5.921829089131225
1.0208884359647747,81.85255058959433,6.129138633977973
1.0223745754281763,81.57741293637041,6.338728772387869
1.0239322177189534,81.2996831657407,6.550787962072274
1.0255648030622313,81.01919495876663,6.765497618050665
1.0272759372031495,80.73579613022471,6.983032236195182
1.0290693993705462,80.44934751022544,7.203562047523792
1.0309491506238042,80.15972207585831,7.427252400433993
1.0329193426012877,79.86680429178645,7.654265913262188
1.0349843266896945,79.57048962830866,7.884762575428702
1.037148663634574,79.27068423117838,8.118899634913944
1.0394171336132383,78.96730472376247,8.356833810313956
1.041794746792312,78.66027812511317,8.598719779542565
1.0442867543932386,78.34954187177007,8.84471193557545
1.0468986602901829,78.03504393267099,9.094964297603193
1.0496362331659463,77.71674300907131,9.349629857150072
1.0525055192527397,77.39460881281586,9.608862631873894
1.055512855685955,77.06862241757345,9.872815732858319
1.05866488450043,76.73877667804491,10.1416427963057
1.0619685673001151,76.40507671422691,10.415497902283711
1.0654312006335462,76.0675404565888,10.694534743664082
1.0690604321090769,75.72619925001356,10.978908061204217
1.0728642772854684,75.38109851347718,11.268771656056286
1.0768511373751353,75.03229845331747,11.564280288955587
1.0810298177991522,74.67987482737767,11.865587795041046
1.0854095476349994,74.32391975759641,12.172847944640566
1.09,73.96454258820326,12.486214669652023
1.1,73.22567542859778,13.141176399538113
1.12,71.90214222668345,14.35503090130858
1.14,70.74599493186278,15.465692422996712
1.16,69.7247154543615,16.49386621017849
1.18,68.81526461496779,17.4538638067322
1.2,68.00053019930719,18.35608562191664
1.23,66.92796292459272,19.61778347650531
1.26,66.00574009348287,20.786474382966347
1.29,65.20889977450302,21.876410446593567
1.32,64.51824842976774,22.898321839074878
1.35,63.918577390369215,23.86055437010118
1.38,63.3975460475043,24.769759338779654
1.41,62.94494917657653,25.631351212880194
1.44,62.55221746556982,26.44980511751087
1.47,62.21206578230345,27.228886843376735
1.5,61.9182384053745,27.97179415773209
1.6,61.20884257114045,30.219627647459884
1.7,60.806657478289786,32.171126633277275
1.8,60.61048529777525,33.87979522151019
1.9,60.552055476723645,35.38497746131683
2.0,60.58476789870003,36.717247748347575
2.5,61.28830340513306,41.51437534160935
3.0,62.0839669148247,44.38355449970855
3.5,62.71407967972908,46.21574531401924
4.0,63.18586056289967,47.449603399465445
4.5,63.53860788767381,48.31708615817857
5.0,63.80581835040173,48.94881903971272
10.0,64.74576691824167,51.03542441317711
100.0,65.08537794641967,51.74772312401359
10000.0,65.08888441931346,51.75498064797636
