M1,beta,theta_c
1.0009854114198755,88.20287865853946,1.5079942072974954
1.0015139539932645,87.77343666135538,1.8675173952926882
1.0020679264063932,87.39895883893875,2.1807707276381345
1.0026485521685529,87.05777864626717,2.465991873448181
1.003257113655901,86.73886418342651,2.732474754357291
1.0038949549437313,86.43569813482107,2.9857167260140853
1.0045634847750124,86.14405028901851,3.229291938837811
1.0052641796717523,85.86098835026327,3.4656846260593355
1.0059985871960606,85.58437782143923,3.6967080298117696
1.00676832936811,85.3126047008247,3.9237398122917417
1.0075751062485478,85.04441067104457,4.147860210961986
1.0084206996932672,84.77878968563085,4.3699388836190804
1.0093069772888326,84.51492019062358,4.590692836620577
1.0102358964772515,84.25211908453673,4.810724531845749
1.011209508879202,83.98980949919358,5.0305501776652735
1.012229964825262,83.72749767871477,5.2506184348372384
1.0132995181051536,83.464756030036,5.471325807169663
1.0144205309454866,83.2012104699678,5.6930272367569765
1.0155954792269954,82.93653083239076,5.916043620671659
1.0168269579527973,82.67042350062285,6.140669985010817
1.0181176869797424,82.40262568670231,6.367178481127993
1.019470517025518,82.13290095197154,6.595824939436461
1.0208884359647747,81.86103567616955,6.826849521785997
1.0223745754281763,81.58683626331458,7.060481770937906
1.0239322177189534,81.31012692735155,7.296941460075233
1.0255648030622313,81.03074794029554,7.536440113246246
1.0272759372031495,80.74855425417198,7.7791847504112175
1.0290693993705462,80.46341442944826,8.025375819834158
1.0309491506238042,80.17520981746571,8.27521179524591
1.0329193426012877,79.88383395690003,8.528888140347568
1.0349843266896945,79.5891921523791,8.78659801667034
1.037148663634574,79.29120121101464,9.048534598804231
1.0394171336132383,78.98978931716871,9.314889423433987
1.041794746792312,78.6848960300476,9.585855640945615
1.0442867543932386,78.37647239262674,9.861626141295794
1.0468986602901829,78.06448114161363,10.142395229977364
1.0496362331659463,77.74889701173379,10.428359528083078
1.0525055192527397,77.42970712820906,10.719715737980858
1.055512855685955,77.10691148271266,11.016664722694772
1.05866488450043,76.78052348990828,11.31940830867457
1.0619685673001151,76.45057062137215,11.628151321027987
1.0654312006335462,76.11709511531015,11.94310265014573
1.0690604321090769,75.78015476042133,12.264471534456943
1.0728642772854684,75.43982375288866,12.59247298583308
1.0768511373751353,75.09619362557989,12.927323815484733
1.0810298177991522,74.74937424879893,13.269243228360686
1.0854095476349994,74.39949490175513,13.618456452108227
1.09,74.04670541406088,13.975188155757257
1.1,73.3229580539029,14.722771004746606
1.12,72.03277023421214,16.115938368882922
1.14,70.91402488331046,17.400278530686247
1.16,69.93412526487643,18.598300413585807
1.18,69.06996664219007,19.725501432757863
1.2,68.3043753952888,20.79310004535229
1.23,67.31260467166709,22.300671427650084
1.26,66.4794648919555,23.713767318455236
1.29,65.77971829950692,25.04751357915656
1.32,65.19384803565464,26.31318417582805
1.35,64.70627314415249,27.519454922460227
1.38,64.30423427578273,28.673125713579687
1.41,63.97706631484454,29.779650202748304
1.44,63.71570609254089,30.843430866444297
1.47,63.51234897824462,31.8680989436386
1.5,63.36020294709004,32.8566632182653
1.6,63.151401669919814,35.92075990567277
1.7,63.27859691748591,38.67711262595961
1.8,63.623610622245344,41.170240769934075
1.9,64.10490379641114,43.432599906445915
2.0,64.66641046944699,45.49029084604618
2.5,67.70695142885047,53.40219827563441
3.0,70.29237380384211,58.63301195409384
3.5,72.28212390538044,62.27029115519903
4.0,73.80266681070326,64.90773700857325
4.5,74.97849054372747,66.88468893073426
5.0,75.90191784717705,68.4062344866892
10.0,79.5341131468968,74.1935490026836
100.0,81.1061745240628,76.62665486475683
10000.0,81.12360317414584,76.65344542166889
